keggEntryID	geneSymbol	pathwayEntry	pathwayName	pathwayClass	type
10449	ACAA2	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
3032	HADHB	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
3033	HADH	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
3030	HADHA	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
1892	ECHS1	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
51102	MECR	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
5538	PPT1	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
9374	PPT2	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
64834	ELOVL1	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
54898	ELOVL2	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
83401	ELOVL3	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
6785	ELOVL4	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
60481	ELOVL5	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
79071	ELOVL6	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
79993	ELOVL7	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
51144	HSD17B12	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
201562	HACD2	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
9200	HACD1	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
401494	HACD4	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
51495	HACD3	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
9524	TECR	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
122970	ACOT4	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
10965	ACOT2	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
641371	ACOT1	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
11332	ACOT7	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
117145	THEM4	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
284486	THEM5	hsa00062	Fatty acid elongation	Metabolism; Lipid metabolism	gene
39	ACAT2	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
38	ACAT1	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
30	ACAA1	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
10449	ACAA2	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
3032	HADHB	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
3033	HADH	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
3030	HADHA	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
1962	EHHADH	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
1892	ECHS1	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
8310	ACOX3	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
51	ACOX1	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
35	ACADS	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
34	ACADM	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
33	ACADL	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
36	ACADSB	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
37	ACADVL	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
2639	GCDH	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
23305	ACSL6	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
2182	ACSL4	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
2180	ACSL1	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
51703	ACSL5	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
2181	ACSL3	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
23205	ACSBG1	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
81616	ACSBG2	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
1374	CPT1A	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
1375	CPT1B	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
126129	CPT1C	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
1376	CPT2	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
1632	ECI1	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
10455	ECI2	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
1579	CYP4A11	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
284541	CYP4A22	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
124	ADH1A	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
125	ADH1B	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
126	ADH1C	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
131	ADH7	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
127	ADH4	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
128	ADH5	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
130	ADH6	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
217	ALDH2	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
224	ALDH3A2	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
219	ALDH1B1	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
501	ALDH7A1	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
223	ALDH9A1	hsa00071	Fatty acid degradation	Metabolism; Lipid metabolism	gene
3157	HMGCS1	hsa00072	Synthesis and degradation of ketone bodies	Metabolism; Lipid metabolism	gene
3158	HMGCS2	hsa00072	Synthesis and degradation of ketone bodies	Metabolism; Lipid metabolism	gene
3155	HMGCL	hsa00072	Synthesis and degradation of ketone bodies	Metabolism; Lipid metabolism	gene
54511	HMGCLL1	hsa00072	Synthesis and degradation of ketone bodies	Metabolism; Lipid metabolism	gene
5019	OXCT1	hsa00072	Synthesis and degradation of ketone bodies	Metabolism; Lipid metabolism	gene
64064	OXCT2	hsa00072	Synthesis and degradation of ketone bodies	Metabolism; Lipid metabolism	gene
39	ACAT2	hsa00072	Synthesis and degradation of ketone bodies	Metabolism; Lipid metabolism	gene
38	ACAT1	hsa00072	Synthesis and degradation of ketone bodies	Metabolism; Lipid metabolism	gene
622	BDH1	hsa00072	Synthesis and degradation of ketone bodies	Metabolism; Lipid metabolism	gene
56898	BDH2	hsa00072	Synthesis and degradation of ketone bodies	Metabolism; Lipid metabolism	gene
2222	FDFT1	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
6713	SQLE	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
4047	LSS	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
1595	CYP51A1	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
7108	TM7SF2	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
3930	LBR	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
6307	MSMO1	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
50814	NSDHL	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
51478	HSD17B7	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
10682	EBP	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
1718	DHCR24	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
6309	SC5D	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
1717	DHCR7	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
3988	LIPA	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
1056	CEL	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
8435	SOAT2	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
6646	SOAT1	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
120227	CYP2R1	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
1594	CYP27B1	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
1591	CYP24A1	hsa00100	Steroid biosynthesis	Metabolism; Lipid metabolism	gene
10858	CYP46A1	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	gene
51302	CYP39A1	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	gene
80270	HSD3B7	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	gene
9023	CH25H	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	gene
9420	CYP7B1	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	gene
1581	CYP7A1	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	gene
1593	CYP27A1	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	gene
1582	CYP8B1	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	gene
6718	AKR1D1	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	gene
1109	AKR1C4	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	gene
10998	SLC27A5	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	gene
23600	AMACR	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	gene
8309	ACOX2	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	gene
3295	HSD17B4	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	gene
6342	SCP2	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	gene
10005	ACOT8	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	gene
570	BAAT	hsa00120	Primary bile acid biosynthesis	Metabolism; Lipid metabolism	gene
1583	CYP11A1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
1586	CYP17A1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
412	STS	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
6820	SULT2B1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
1589	CYP21A2	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
3283	HSD3B1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
3284	HSD3B2	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
6715	SRD5A1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
6716	SRD5A2	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
79644	SRD5A3	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
1646	AKR1C2	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
8644	AKR1C3	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
1584	CYP11B1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
1585	CYP11B2	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
6718	AKR1D1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
1109	AKR1C4	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
3290	HSD11B1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
374875	HSD11B1L	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
3291	HSD11B2	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
1645	AKR1C1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
9420	CYP7B1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
6783	SULT1E1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
3292	HSD17B1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
3294	HSD17B2	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
8630	HSD17B6	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
51478	HSD17B7	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
7923	HSD17B8	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
51144	HSD17B12	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
79154	DHRS11	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
1543	CYP1A1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
1544	CYP1A2	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
1577	CYP3A5	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
1551	CYP3A7	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
100861540	CYP3A7-CYP3A51P	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
1571	CYP2E1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
1576	CYP3A4	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
1545	CYP1B1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
1588	CYP19A1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
1581	CYP7A1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
10941	UGT2A1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
79799	UGT2A3	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
7367	UGT2B17	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
10720	UGT2B11	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
54490	UGT2B28	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
54578	UGT1A6	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
54657	UGT1A4	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
54658	UGT1A1	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
54659	UGT1A3	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
7365	UGT2B10	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
54600	UGT1A9	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
7364	UGT2B7	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
54575	UGT1A10	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
54576	UGT1A8	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
54579	UGT1A5	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
7366	UGT2B15	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
54577	UGT1A7	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
7363	UGT2B4	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
574537	UGT2A2	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
1312	COMT	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
220074	LRTOMT	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
3293	HSD17B3	hsa00140	Steroid hormone biosynthesis	Metabolism; Lipid metabolism	gene
132158	GLYCTK	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
217	ALDH2	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
224	ALDH3A2	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
219	ALDH1B1	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
501	ALDH7A1	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
223	ALDH9A1	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
231	AKR1B1	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
57016	AKR1B10	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
10327	AKR1A1	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
26007	TKFC	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
2712	GK2	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
2710	GK	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
57678	GPAM	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
150763	GPAT2	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
137964	GPAT4	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
84803	GPAT3	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
10554	AGPAT1	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
10555	AGPAT2	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
56894	AGPAT3	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
56895	AGPAT4	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
55326	AGPAT5	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
253558	LCLAT1	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
154141	MBOAT1	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
129642	MBOAT2	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
8611	PLPP1	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
8613	PLPP3	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
8612	PLPP2	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
23175	LPIN1	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
64900	LPIN3	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
9663	LPIN2	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
84513	PLPP5	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
196051	PLPP4	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
8525	DGKZ	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
8527	DGKD	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
9162	DGKI	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
1606	DGKA	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
8526	DGKE	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
1607	DGKB	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
160851	DGKH	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
1608	DGKG	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
1609	DGKQ	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
139189	DGKK	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
8694	DGAT1	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
84649	DGAT2	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
346606	MOGAT3	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
1056	CEL	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
57104	PNPLA2	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
80339	PNPLA3	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
5406	PNLIP	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
5407	PNLIPRP1	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
5408	PNLIPRP2	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
119548	PNLIPRP3	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
3990	LIPC	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
8513	LIPF	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
9388	LIPG	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
4023	LPL	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
55750	AGK	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
11343	MGLL	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
116255	MOGAT1	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
80168	MOGAT2	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
2717	GLA	hsa00561	Glycerolipid metabolism	Metabolism; Lipid metabolism	gene
23171	GPD1L	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
2819	GPD1	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
2820	GPD2	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
57678	GPAM	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
150763	GPAT2	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
137964	GPAT4	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
84803	GPAT3	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
10554	AGPAT1	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
10555	AGPAT2	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
56894	AGPAT3	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
56895	AGPAT4	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
55326	AGPAT5	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
253558	LCLAT1	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
154141	MBOAT1	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
129642	MBOAT2	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
8443	GNPAT	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
56985	ADPRM	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
8611	PLPP1	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
8613	PLPP3	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
8612	PLPP2	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
23175	LPIN1	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
64900	LPIN3	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
9663	LPIN2	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
84513	PLPP5	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
196051	PLPP4	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
8525	DGKZ	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
8527	DGKD	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
9162	DGKI	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
1606	DGKA	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
8526	DGKE	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
1607	DGKB	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
160851	DGKH	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
1608	DGKG	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
1609	DGKQ	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
139189	DGKK	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
56994	CHPT1	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
10390	CEPT1	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
5337	PLD1	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
5338	PLD2	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
23646	PLD3	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
122618	PLD4	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
3931	LCAT	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
8399	PLA2G10	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
26279	PLA2G2D	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
30814	PLA2G2E	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
50487	PLA2G3	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
64600	PLA2G2F	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
81579	PLA2G12A	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
84647	PLA2G12B	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
5319	PLA2G1B	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
5322	PLA2G5	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
5320	PLA2G2A	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
391013	PLA2G2C	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
123745	PLA2G4E	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
5321	PLA2G4A	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
8681	JMJD7-PLA2G4B	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
100137049	PLA2G4B	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
8605	PLA2G4C	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
283748	PLA2G4D	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
255189	PLA2G4F	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
8398	PLA2G6	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
151056	PLB1	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
11145	PLAAT3	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
54947	LPCAT2	hsa00564	Glycerophospholipid metabolism	Metabolism; Lipid metabolism	gene
